DNR Parameter,Parameter Type,Description,Result,Units,Present/Absent,Analysis Method,Start Date/Time,Analysis Date/Time,Result Depth,Header/Labslip Depth,Lab ID,Sample/Labslip ID,Collector (Labslip),Lab Method,Result Comments,Lab Comments,LOD,Lower Bound,LOQ,Upper Bound,ID No,ID Point No,Second ID No,Fieldwork Event Field No,Sample/Labslip Field No,Project #,Sample Description,Location Description,Monitoring Location Latitude,Monitoring Location Longitude,Monitoring Station Latitude,Monitoring Station Longitude,Received,Reported,Station ID,Station Name,WBIC,Official Waterbody Name,Station Type,Watershed,County,WMU,Lab Account Code
1123,DNR_STORET,"MANGANESE, TOTAL RECOVERABLE",103,ug/L,,,02/21/2019 14:55,03/05/2019 9:44,,0 to 2 Meters,113133790,432719009,"CATHERINE L HEIN, MICHAELA A KROMREY, JUS",EPA 200.7,,,1,,3,,10050786,182668762,1012500,PLAIN 022119,PLAIN 022119,CSLS,DEEP HOLE / INTEGRATED SAMPLER,PLAINFIELD LAKE-DEEP HOLE,44.20713,-89.47346,44.20713,-89.47346,02/25/2019,04/12/2019,10050786,Plainfield Lake - Deep Hole,1012500,Plainfield Lake,LAKE-DEEPEST SPOT,Fourteenmile Creek,Waushara,Central Wisconsin,WQ030
50245,DNR_STORET,POTASSIUM TOTAL RECOVERABLE,1.92,MG/L,,,02/21/2019 14:55,03/05/2019 9:44,,0 to 2 Meters,113133790,432719009,"CATHERINE L HEIN, MICHAELA A KROMREY, JUS",EPA 200.7,,,0.1,,0.3,,10050786,182668762,1012500,PLAIN 022119,PLAIN 022119,CSLS,DEEP HOLE / INTEGRATED SAMPLER,PLAINFIELD LAKE-DEEP HOLE,44.20713,-89.47346,44.20713,-89.47346,02/25/2019,04/12/2019,10050786,Plainfield Lake - Deep Hole,1012500,Plainfield Lake,LAKE-DEEPEST SPOT,Fourteenmile Creek,Waushara,Central Wisconsin,WQ030
923,DNR_STORET,SODIUM TOTAL RECOVERABLE,8.72,MG/L,,,02/21/2019 14:55,03/05/2019 9:44,,0 to 2 Meters,113133790,432719009,"CATHERINE L HEIN, MICHAELA A KROMREY, JUS",EPA 200.7,,,0.1,,0.3,,10050786,182668762,1012500,PLAIN 022119,PLAIN 022119,CSLS,DEEP HOLE / INTEGRATED SAMPLER,PLAINFIELD LAKE-DEEP HOLE,44.20713,-89.47346,44.20713,-89.47346,02/25/2019,04/12/2019,10050786,Plainfield Lake - Deep Hole,1012500,Plainfield Lake,LAKE-DEEPEST SPOT,Fourteenmile Creek,Waushara,Central Wisconsin,WQ030
665,DNR_STORET,PHOSPHORUS TOTAL,0.0175,MG/L,,,02/21/2019 14:55,03/13/2019 9:47,,0 to 2 Meters,113133790,432719009,"CATHERINE L HEIN, MICHAELA A KROMREY, JUS",EPA 365.1,,,0.008,,0.027,,10050786,182668762,1012500,PLAIN 022119,PLAIN 022119,CSLS,DEEP HOLE / INTEGRATED SAMPLER,PLAINFIELD LAKE-DEEP HOLE,44.20713,-89.47346,44.20713,-89.47346,02/25/2019,04/12/2019,10050786,Plainfield Lake - Deep Hole,1012500,Plainfield Lake,LAKE-DEEPEST SPOT,Fourteenmile Creek,Waushara,Central Wisconsin,WQ030
945,DNR_STORET,SULFATE TOTAL,ND,MG/L,,,02/22/2019 12:17,03/13/2019 13:06,,0 to 2 Meters,113133790,432719010,"CATHERINE L HEIN, MICHAELA A KROMREY, JUS",EPA 375.2,,,4.7,,15,,10052210,182668758,1000800,LONG 022219,LONG 022219,CSLS,DEEP HOLE / INTEGRATED SAMPLER,LONG LAKE - WINTER CHEMISTRY,44.208282,-89.45798,44.20831,-89.45746,02/25/2019,04/12/2019,10052210,Long Lake - Winter Chemistry,1000800,Long Lake,LAKE,,NA,,WQ030
631,DNR_STORET,NITROGEN NO3+NO2 DISS (AS N),ND,MG/L,,,02/22/2019 12:17,02/28/2019 16:54,,0 to 2 Meters,113133790,432719010,"CATHERINE L HEIN, MICHAELA A KROMREY, JUS",EPA 353.2,,,0.036,,0.12,,10052210,182668758,1000800,LONG 022219,LONG 022219,CSLS,DEEP HOLE / INTEGRATED SAMPLER,LONG LAKE - WINTER CHEMISTRY,44.208282,-89.45798,44.20831,-89.45746,02/25/2019,04/12/2019,10052210,Long Lake - Winter Chemistry,1000800,Long Lake,LAKE,,NA,,WQ030
955,DNR_STORET,"SILICA, DISSOLVED (MG/L AS SI02)",0.194,MG/L,,,02/22/2019 12:17,02/28/2019 11:29,,0 to 2 Meters,113133790,432719010,"CATHERINE L HEIN, MICHAELA A KROMREY, JUS",USGS I-2700-85,,,0.1,,0.32,,10052210,182668758,1000800,LONG 022219,LONG 022219,CSLS,DEEP HOLE / INTEGRATED SAMPLER,LONG LAKE - WINTER CHEMISTRY,44.208282,-89.45798,44.20831,-89.45746,02/25/2019,04/12/2019,10052210,Long Lake - Winter Chemistry,1000800,Long Lake,LAKE,,NA,,WQ030
1104,DNR_STORET,"ALUMINUM,TOTAL RECOVERABLE",16.7,ug/L,,,02/22/2019 12:17,03/05/2019 9:49,,0 to 2 Meters,113133790,432719010,"CATHERINE L HEIN, MICHAELA A KROMREY, JUS",EPA 200.7,,,10,,30,,10052210,182668758,1000800,LONG 022219,LONG 022219,CSLS,DEEP HOLE / INTEGRATED SAMPLER,LONG LAKE - WINTER CHEMISTRY,44.208282,-89.45798,44.20831,-89.45746,02/25/2019,04/12/2019,10052210,Long Lake - Winter Chemistry,1000800,Long Lake,LAKE,,NA,,WQ030
918,DNR_STORET,CALCIUM TOTAL RECOVERABLE,13.8,MG/L,,,02/22/2019 12:17,03/05/2019 9:49,,0 to 2 Meters,113133790,432719010,"CATHERINE L HEIN, MICHAELA A KROMREY, JUS",EPA 200.7,,,0.1,,0.3,,10052210,182668758,1000800,LONG 022219,LONG 022219,CSLS,DEEP HOLE / INTEGRATED SAMPLER,LONG LAKE - WINTER CHEMISTRY,44.208282,-89.45798,44.20831,-89.45746,02/25/2019,04/12/2019,10052210,Long Lake - Winter Chemistry,1000800,Long Lake,LAKE,,NA,,WQ030
921,DNR_STORET,MAGNESIUM TOTAL RECOVERABLE,6.89,MG/L,,,02/22/2019 12:17,03/05/2019 9:49,,0 to 2 Meters,113133790,432719010,"CATHERINE L HEIN, MICHAELA A KROMREY, JUS",EPA 200.7,,,0.1,,0.3,,10052210,182668758,1000800,LONG 022219,LONG 022219,CSLS,DEEP HOLE / INTEGRATED SAMPLER,LONG LAKE - WINTER CHEMISTRY,44.208282,-89.45798,44.20831,-89.45746,02/25/2019,04/12/2019,10052210,Long Lake - Winter Chemistry,1000800,Long Lake,LAKE,,NA,,WQ030
899,DNR_STORET,HARDNESS TOTAL RECOVERABLE CALCULATION,62.8,MG/L,,,02/22/2019 12:17,03/05/2019 9:49,,0 to 2 Meters,113133790,432719010,"CATHERINE L HEIN, MICHAELA A KROMREY, JUS",EPA 200.7,,,0.66,,2,,10052210,182668758,1000800,LONG 022219,LONG 022219,CSLS,DEEP HOLE / INTEGRATED SAMPLER,LONG LAKE - WINTER CHEMISTRY,44.208282,-89.45798,44.20831,-89.45746,02/25/2019,04/12/2019,10052210,Long Lake - Winter Chemistry,1000800,Long Lake,LAKE,,NA,,WQ030
980,DNR_STORET,IRON TOTAL RECOVERABLE,0.947,MG/L,,,02/22/2019 12:17,03/05/2019 9:49,,0 to 2 Meters,113133790,432719010,"CATHERINE L HEIN, MICHAELA A KROMREY, JUS",EPA 200.7,,,0.1,,0.3,,10052210,182668758,1000800,LONG 022219,LONG 022219,CSLS,DEEP HOLE / INTEGRATED SAMPLER,LONG LAKE - WINTER CHEMISTRY,44.208282,-89.45798,44.20831,-89.45746,02/25/2019,04/12/2019,10052210,Long Lake - Winter Chemistry,1000800,Long Lake,LAKE,,NA,,WQ030
1123,DNR_STORET,"MANGANESE, TOTAL RECOVERABLE",23,ug/L,,,02/22/2019 12:17,03/05/2019 9:49,,0 to 2 Meters,113133790,432719010,"CATHERINE L HEIN, MICHAELA A KROMREY, JUS",EPA 200.7,,,1,,3,,10052210,182668758,1000800,LONG 022219,LONG 022219,CSLS,DEEP HOLE / INTEGRATED SAMPLER,LONG LAKE - WINTER CHEMISTRY,44.208282,-89.45798,44.20831,-89.45746,02/25/2019,04/12/2019,10052210,Long Lake - Winter Chemistry,1000800,Long Lake,LAKE,,NA,,WQ030
50245,DNR_STORET,POTASSIUM TOTAL RECOVERABLE,1.15,MG/L,,,02/22/2019 12:17,03/05/2019 9:49,,0 to 2 Meters,113133790,432719010,"CATHERINE L HEIN, MICHAELA A KROMREY, JUS",EPA 200.7,,,0.1,,0.3,,10052210,182668758,1000800,LONG 022219,LONG 022219,CSLS,DEEP HOLE / INTEGRATED SAMPLER,LONG LAKE - WINTER CHEMISTRY,44.208282,-89.45798,44.20831,-89.45746,02/25/2019,04/12/2019,10052210,Long Lake - Winter Chemistry,1000800,Long Lake,LAKE,,NA,,WQ030
923,DNR_STORET,SODIUM TOTAL RECOVERABLE,1.08,MG/L,,,02/22/2019 12:17,03/05/2019 9:49,,0 to 2 Meters,113133790,432719010,"CATHERINE L HEIN, MICHAELA A KROMREY, JUS",EPA 200.7,,,0.1,,0.3,,10052210,182668758,1000800,LONG 022219,LONG 022219,CSLS,DEEP HOLE / INTEGRATED SAMPLER,LONG LAKE - WINTER CHEMISTRY,44.208282,-89.45798,44.20831,-89.45746,02/25/2019,04/12/2019,10052210,Long Lake - Winter Chemistry,1000800,Long Lake,LAKE,,NA,,WQ030
608,DNR_STORET,NITROGEN NH3-N DISS,0.16,MG/L,,,02/22/2019 12:17,02/28/2019 16:54,,0 to 2 Meters,113133790,432719010,"CATHERINE L HEIN, MICHAELA A KROMREY, JUS",EPA 353.2,,,0.015,,0.048,,10052210,182668758,1000800,LONG 022219,LONG 022219,CSLS,DEEP HOLE / INTEGRATED SAMPLER,LONG LAKE - WINTER CHEMISTRY,44.208282,-89.45798,44.20831,-89.45746,02/25/2019,04/12/2019,10052210,Long Lake - Winter Chemistry,1000800,Long Lake,LAKE,,NA,,WQ030
95,DNR_STORET,"CONDUCTIVITY, UMHOS/CM @ 25C",128,uS/cm,,,02/22/2019 12:17,03/07/2019 13:19,,0 to 2 Meters,113133790,432719010,"CATHERINE L HEIN, MICHAELA A KROMREY, JUS","SM2510B,EPA150.1,SM2320B",,,10,,10,,10052210,182668758,1000800,LONG 022219,LONG 022219,CSLS,DEEP HOLE / INTEGRATED SAMPLER,LONG LAKE - WINTER CHEMISTRY,44.208282,-89.45798,44.20831,-89.45746,02/25/2019,04/12/2019,10052210,Long Lake - Winter Chemistry,1000800,Long Lake,LAKE,,NA,,WQ030
403,DNR_STORET,PH LAB,7.3,SU,,,02/22/2019 12:17,03/07/2019 13:19,,0 to 2 Meters,113133790,432719010,"CATHERINE L HEIN, MICHAELA A KROMREY, JUS","SM2510B,EPA150.1,SM2320B",,,,,,,10052210,182668758,1000800,LONG 022219,LONG 022219,CSLS,DEEP HOLE / INTEGRATED SAMPLER,LONG LAKE - WINTER CHEMISTRY,44.208282,-89.45798,44.20831,-89.45746,02/25/2019,04/12/2019,10052210,Long Lake - Winter Chemistry,1000800,Long Lake,LAKE,,NA,,WQ030
410,DNR_STORET,ALKALINITY TOTAL CACO3,60.4,MG/L,,,02/22/2019 12:17,03/07/2019 13:19,,0 to 2 Meters,113133790,432719010,"CATHERINE L HEIN, MICHAELA A KROMREY, JUS","SM2510B,EPA150.1,SM2320B",,,20,,20,,10052210,182668758,1000800,LONG 022219,LONG 022219,CSLS,DEEP HOLE / INTEGRATED SAMPLER,LONG LAKE - WINTER CHEMISTRY,44.208282,-89.45798,44.20831,-89.45746,02/25/2019,04/12/2019,10052210,Long Lake - Winter Chemistry,1000800,Long Lake,LAKE,,NA,,WQ030
665,DNR_STORET,PHOSPHORUS TOTAL,0.0238,MG/L,,,02/22/2019 12:17,03/13/2019 9:48,,0 to 2 Meters,113133790,432719010,"CATHERINE L HEIN, MICHAELA A KROMREY, JUS",EPA 365.1,,,0.008,,0.027,,10052210,182668758,1000800,LONG 022219,LONG 022219,CSLS,DEEP HOLE / INTEGRATED SAMPLER,LONG LAKE - WINTER CHEMISTRY,44.208282,-89.45798,44.20831,-89.45746,02/25/2019,04/12/2019,10052210,Long Lake - Winter Chemistry,1000800,Long Lake,LAKE,,NA,,WQ030
940,DNR_STORET,CHLORIDE,1.64,MG/L,,,02/22/2019 12:17,03/05/2019 9:29,,0 to 2 Meters,113133790,432719010,"CATHERINE L HEIN, MICHAELA A KROMREY, JUS",SM4500-CL-E,,,1,,3.2,,10052210,182668758,1000800,LONG 022219,LONG 022219,CSLS,DEEP HOLE / INTEGRATED SAMPLER,LONG LAKE - WINTER CHEMISTRY,44.208282,-89.45798,44.20831,-89.45746,02/25/2019,04/12/2019,10052210,Long Lake - Winter Chemistry,1000800,Long Lake,LAKE,,NA,,WQ030
955,DNR_STORET,"SILICA, DISSOLVED (MG/L AS SI02)",4.49,MG/L,,,02/27/2019 9:34,03/18/2019 12:36,,0 to 2 Meters,113133790,433206002,"CATHERINE L HEIN, MICHAELA A KROMREY, JUS",USGS I-2700-85,,,0.1,,0.32,,703057,,106900,PLEAS 022719,PLEAS 022719,CSLS,DEEP HOLE- INTEGRATED SAMPLER,PLEASANT LAKE-DEEP HOLE,0,0,43.98528,-89.55251,02/28/2019,04/16/2019,703057,Pleasant Lake - Deep Hole,106900,Pleasant Lake,LAKE-DEEPEST SPOT,,NA,,WQ030
945,DNR_STORET,SULFATE TOTAL,6.83,MG/L,,,02/27/2019 9:34,03/13/2019 13:10,,0 to 2 Meters,113133790,433206002,"CATHERINE L HEIN, MICHAELA A KROMREY, JUS",EPA 375.2,,,4.7,,15,,703057,,106900,PLEAS 022719,PLEAS 022719,CSLS,DEEP HOLE- INTEGRATED SAMPLER,PLEASANT LAKE-DEEP HOLE,0,0,43.98528,-89.55251,02/28/2019,04/16/2019,703057,Pleasant Lake - Deep Hole,106900,Pleasant Lake,LAKE-DEEPEST SPOT,,NA,,WQ030
1104,DNR_STORET,"ALUMINUM,TOTAL RECOVERABLE",ND,ug/L,,,02/27/2019 9:34,03/05/2019 10:12,,0 to 2 Meters,113133790,433206002,"CATHERINE L HEIN, MICHAELA A KROMREY, JUS",EPA 200.7,,,10,,30,,703057,,106900,PLEAS 022719,PLEAS 022719,CSLS,DEEP HOLE- INTEGRATED SAMPLER,PLEASANT LAKE-DEEP HOLE,0,0,43.98528,-89.55251,02/28/2019,04/16/2019,703057,Pleasant Lake - Deep Hole,106900,Pleasant Lake,LAKE-DEEPEST SPOT,,NA,,WQ030
918,DNR_STORET,CALCIUM TOTAL RECOVERABLE,31.9,MG/L,,,02/27/2019 9:34,03/05/2019 10:12,,0 to 2 Meters,113133790,433206002,"CATHERINE L HEIN, MICHAELA A KROMREY, JUS",EPA 200.7,,,0.1,,0.3,,703057,,106900,PLEAS 022719,PLEAS 022719,CSLS,DEEP HOLE- INTEGRATED SAMPLER,PLEASANT LAKE-DEEP HOLE,0,0,43.98528,-89.55251,02/28/2019,04/16/2019,703057,Pleasant Lake - Deep Hole,106900,Pleasant Lake,LAKE-DEEPEST SPOT,,NA,,WQ030
921,DNR_STORET,MAGNESIUM TOTAL RECOVERABLE,19.6,MG/L,,,02/27/2019 9:34,03/05/2019 10:12,,0 to 2 Meters,113133790,433206002,"CATHERINE L HEIN, MICHAELA A KROMREY, JUS",EPA 200.7,,,0.1,,0.3,,703057,,106900,PLEAS 022719,PLEAS 022719,CSLS,DEEP HOLE- INTEGRATED SAMPLER,PLEASANT LAKE-DEEP HOLE,0,0,43.98528,-89.55251,02/28/2019,04/16/2019,703057,Pleasant Lake - Deep Hole,106900,Pleasant Lake,LAKE-DEEPEST SPOT,,NA,,WQ030
899,DNR_STORET,HARDNESS TOTAL RECOVERABLE CALCULATION,160,MG/L,,,02/27/2019 9:34,03/05/2019 10:12,,0 to 2 Meters,113133790,433206002,"CATHERINE L HEIN, MICHAELA A KROMREY, JUS",EPA 200.7,,,0.66,,2,,703057,,106900,PLEAS 022719,PLEAS 022719,CSLS,DEEP HOLE- INTEGRATED SAMPLER,PLEASANT LAKE-DEEP HOLE,0,0,43.98528,-89.55251,02/28/2019,04/16/2019,703057,Pleasant Lake - Deep Hole,106900,Pleasant Lake,LAKE-DEEPEST SPOT,,NA,,WQ030
980,DNR_STORET,IRON TOTAL RECOVERABLE,ND,MG/L,,,02/27/2019 9:34,03/05/2019 10:12,,0 to 2 Meters,113133790,433206002,"CATHERINE L HEIN, MICHAELA A KROMREY, JUS",EPA 200.7,,,0.1,,0.3,,703057,,106900,PLEAS 022719,PLEAS 022719,CSLS,DEEP HOLE- INTEGRATED SAMPLER,PLEASANT LAKE-DEEP HOLE,0,0,43.98528,-89.55251,02/28/2019,04/16/2019,703057,Pleasant Lake - Deep Hole,106900,Pleasant Lake,LAKE-DEEPEST SPOT,,NA,,WQ030
1123,DNR_STORET,"MANGANESE, TOTAL RECOVERABLE",ND,ug/L,,,02/27/2019 9:34,03/05/2019 10:12,,0 to 2 Meters,113133790,433206002,"CATHERINE L HEIN, MICHAELA A KROMREY, JUS",EPA 200.7,,,1,,3,,703057,,106900,PLEAS 022719,PLEAS 022719,CSLS,DEEP HOLE- INTEGRATED SAMPLER,PLEASANT LAKE-DEEP HOLE,0,0,43.98528,-89.55251,02/28/2019,04/16/2019,703057,Pleasant Lake - Deep Hole,106900,Pleasant Lake,LAKE-DEEPEST SPOT,,NA,,WQ030
50245,DNR_STORET,POTASSIUM TOTAL RECOVERABLE,0.436,MG/L,,,02/27/2019 9:34,03/05/2019 10:12,,0 to 2 Meters,113133790,433206002,"CATHERINE L HEIN, MICHAELA A KROMREY, JUS",EPA 200.7,,,0.1,,0.3,,703057,,106900,PLEAS 022719,PLEAS 022719,CSLS,DEEP HOLE- INTEGRATED SAMPLER,PLEASANT LAKE-DEEP HOLE,0,0,43.98528,-89.55251,02/28/2019,04/16/2019,703057,Pleasant Lake - Deep Hole,106900,Pleasant Lake,LAKE-DEEPEST SPOT,,NA,,WQ030
923,DNR_STORET,SODIUM TOTAL RECOVERABLE,1.94,MG/L,,,02/27/2019 9:34,03/05/2019 10:12,,0 to 2 Meters,113133790,433206002,"CATHERINE L HEIN, MICHAELA A KROMREY, JUS",EPA 200.7,,,0.1,,0.3,,703057,,106900,PLEAS 022719,PLEAS 022719,CSLS,DEEP HOLE- INTEGRATED SAMPLER,PLEASANT LAKE-DEEP HOLE,0,0,43.98528,-89.55251,02/28/2019,04/16/2019,703057,Pleasant Lake - Deep Hole,106900,Pleasant Lake,LAKE-DEEPEST SPOT,,NA,,WQ030
95,DNR_STORET,"CONDUCTIVITY, UMHOS/CM @ 25C",318,uS/cm,,,02/27/2019 9:34,03/07/2019 13:32,,0 to 2 Meters,113133790,433206002,"CATHERINE L HEIN, MICHAELA A KROMREY, JUS","SM2510B,EPA150.1,SM2320B",,,10,,10,,703057,,106900,PLEAS 022719,PLEAS 022719,CSLS,DEEP HOLE- INTEGRATED SAMPLER,PLEASANT LAKE-DEEP HOLE,0,0,43.98528,-89.55251,02/28/2019,04/16/2019,703057,Pleasant Lake - Deep Hole,106900,Pleasant Lake,LAKE-DEEPEST SPOT,,NA,,WQ030
403,DNR_STORET,PH LAB,8.37,SU,,,02/27/2019 9:34,03/07/2019 13:32,,0 to 2 Meters,113133790,433206002,"CATHERINE L HEIN, MICHAELA A KROMREY, JUS","SM2510B,EPA150.1,SM2320B",,,,,,,703057,,106900,PLEAS 022719,PLEAS 022719,CSLS,DEEP HOLE- INTEGRATED SAMPLER,PLEASANT LAKE-DEEP HOLE,0,0,43.98528,-89.55251,02/28/2019,04/16/2019,703057,Pleasant Lake - Deep Hole,106900,Pleasant Lake,LAKE-DEEPEST SPOT,,NA,,WQ030
410,DNR_STORET,ALKALINITY TOTAL CACO3,150,MG/L,,,02/27/2019 9:34,03/07/2019 13:32,,0 to 2 Meters,113133790,433206002,"CATHERINE L HEIN, MICHAELA A KROMREY, JUS","SM2510B,EPA150.1,SM2320B",,,20,,20,,703057,,106900,PLEAS 022719,PLEAS 022719,CSLS,DEEP HOLE- INTEGRATED SAMPLER,PLEASANT LAKE-DEEP HOLE,0,0,43.98528,-89.55251,02/28/2019,04/16/2019,703057,Pleasant Lake - Deep Hole,106900,Pleasant Lake,LAKE-DEEPEST SPOT,,NA,,WQ030
608,DNR_STORET,NITROGEN NH3-N DISS,0.469,MG/L,,,02/27/2019 9:34,03/14/2019 12:53,,0 to 2 Meters,113133790,433206002,"CATHERINE L HEIN, MICHAELA A KROMREY, JUS",EPA 350.1,,,0.015,,0.048,,703057,,106900,PLEAS 022719,PLEAS 022719,CSLS,DEEP HOLE- INTEGRATED SAMPLER,PLEASANT LAKE-DEEP HOLE,0,0,43.98528,-89.55251,02/28/2019,04/16/2019,703057,Pleasant Lake - Deep Hole,106900,Pleasant Lake,LAKE-DEEPEST SPOT,,NA,,WQ030
940,DNR_STORET,CHLORIDE,4,MG/L,,,02/27/2019 9:34,03/12/2019 10:11,,0 to 2 Meters,113133790,433206002,"CATHERINE L HEIN, MICHAELA A KROMREY, JUS",SM4500-CL-E,,,1,,3.2,,703057,,106900,PLEAS 022719,PLEAS 022719,CSLS,DEEP HOLE- INTEGRATED SAMPLER,PLEASANT LAKE-DEEP HOLE,0,0,43.98528,-89.55251,02/28/2019,04/16/2019,703057,Pleasant Lake - Deep Hole,106900,Pleasant Lake,LAKE-DEEPEST SPOT,,NA,,WQ030
665,DNR_STORET,PHOSPHORUS TOTAL,0.0112,MG/L,,,02/27/2019 9:34,03/13/2019 10:37,,0 to 2 Meters,113133790,433206002,"CATHERINE L HEIN, MICHAELA A KROMREY, JUS",EPA 365.1,,,0.008,,0.027,,703057,,106900,PLEAS 022719,PLEAS 022719,CSLS,DEEP HOLE- INTEGRATED SAMPLER,PLEASANT LAKE-DEEP HOLE,0,0,43.98528,-89.55251,02/28/2019,04/16/2019,703057,Pleasant Lake - Deep Hole,106900,Pleasant Lake,LAKE-DEEPEST SPOT,,NA,,WQ030
631,DNR_STORET,NITROGEN NO3+NO2 DISS (AS N),0.221,MG/L,,,02/27/2019 9:34,03/14/2019 12:53,,0 to 2 Meters,113133790,433206002,"CATHERINE L HEIN, MICHAELA A KROMREY, JUS",EPA 350.1,,,0.036,,0.12,,703057,,106900,PLEAS 022719,PLEAS 022719,CSLS,DEEP HOLE- INTEGRATED SAMPLER,PLEASANT LAKE-DEEP HOLE,0,0,43.98528,-89.55251,02/28/2019,04/16/2019,703057,Pleasant Lake - Deep Hole,106900,Pleasant Lake,LAKE-DEEPEST SPOT,,NA,,WQ030
95,DNR_STORET,"CONDUCTIVITY, UMHOS/CM @ 25C",556,uS/cm,,,02/27/2019 15:36,03/07/2019 12:43,,20 Feet,113133790,433206005,"CATHERINE L HEIN, MICHAELA A KROMREY, JUS","SM2510B,EPA150.1,SM2320B",,,10,,10,,10051674,182660387,,PSNT06 022719,PSNT06 022719,CSLS,MID-SCREEN OF WELL/ PERISTALTIC PUMP,PSNT06 MONITORING WELL,43.98104,-89.54893,43.98104,-89.54893,02/28/2019,04/16/2019,10051674,PSNT06 Monitoring Well,NA,,WELL,Mecan River,Marquette,Upper Fox,WQ030
403,DNR_STORET,PH LAB,7.75,SU,,,02/27/2019 15:36,03/07/2019 12:43,,20 Feet,113133790,433206005,"CATHERINE L HEIN, MICHAELA A KROMREY, JUS","SM2510B,EPA150.1,SM2320B",,,,,,,10051674,182660387,,PSNT06 022719,PSNT06 022719,CSLS,MID-SCREEN OF WELL/ PERISTALTIC PUMP,PSNT06 MONITORING WELL,43.98104,-89.54893,43.98104,-89.54893,02/28/2019,04/16/2019,10051674,PSNT06 Monitoring Well,NA,,WELL,Mecan River,Marquette,Upper Fox,WQ030
410,DNR_STORET,ALKALINITY TOTAL CACO3,172,MG/L,,,02/27/2019 15:36,03/07/2019 12:43,,20 Feet,113133790,433206005,"CATHERINE L HEIN, MICHAELA A KROMREY, JUS","SM2510B,EPA150.1,SM2320B",,,20,,20,,10051674,182660387,,PSNT06 022719,PSNT06 022719,CSLS,MID-SCREEN OF WELL/ PERISTALTIC PUMP,PSNT06 MONITORING WELL,43.98104,-89.54893,43.98104,-89.54893,02/28/2019,04/16/2019,10051674,PSNT06 Monitoring Well,NA,,WELL,Mecan River,Marquette,Upper Fox,WQ030
955,DNR_STORET,"SILICA, DISSOLVED (MG/L AS SI02)",8.63,MG/L,,,02/27/2019 15:36,03/18/2019 12:33,,20 Feet,113133790,433206005,"CATHERINE L HEIN, MICHAELA A KROMREY, JUS",USGS I-2700-85,Result apptoximate not matrix spike QC performed.,,0.1,,0.32,,10051674,182660387,,PSNT06 022719,PSNT06 022719,CSLS,MID-SCREEN OF WELL/ PERISTALTIC PUMP,PSNT06 MONITORING WELL,43.98104,-89.54893,43.98104,-89.54893,02/28/2019,04/16/2019,10051674,PSNT06 Monitoring Well,NA,,WELL,Mecan River,Marquette,Upper Fox,WQ030
940,DNR_STORET,CHLORIDE,46.1,MG/L,,,02/27/2019 15:36,03/05/2019 9:12,,20 Feet,113133790,433206005,"CATHERINE L HEIN, MICHAELA A KROMREY, JUS",SM4500-CL-E,,,1,,3.2,,10051674,182660387,,PSNT06 022719,PSNT06 022719,CSLS,MID-SCREEN OF WELL/ PERISTALTIC PUMP,PSNT06 MONITORING WELL,43.98104,-89.54893,43.98104,-89.54893,02/28/2019,04/16/2019,10051674,PSNT06 Monitoring Well,NA,,WELL,Mecan River,Marquette,Upper Fox,WQ030
631,DNR_STORET,NITROGEN NO3+NO2 DISS (AS N),4.65,MG/L,,,02/27/2019 15:36,03/14/2019 12:56,,20 Feet,113133790,433206005,"CATHERINE L HEIN, MICHAELA A KROMREY, JUS",EPA 353.2,,,0.108,,0.36,,10051674,182660387,,PSNT06 022719,PSNT06 022719,CSLS,MID-SCREEN OF WELL/ PERISTALTIC PUMP,PSNT06 MONITORING WELL,43.98104,-89.54893,43.98104,-89.54893,02/28/2019,04/16/2019,10051674,PSNT06 Monitoring Well,NA,,WELL,Mecan River,Marquette,Upper Fox,WQ030
945,DNR_STORET,SULFATE TOTAL,20,MG/L,,,02/27/2019 15:36,03/13/2019 12:48,,20 Feet,113133790,433206005,"CATHERINE L HEIN, MICHAELA A KROMREY, JUS",EPA 375.2,,,4.7,,15,,10051674,182660387,,PSNT06 022719,PSNT06 022719,CSLS,MID-SCREEN OF WELL/ PERISTALTIC PUMP,PSNT06 MONITORING WELL,43.98104,-89.54893,43.98104,-89.54893,02/28/2019,04/16/2019,10051674,PSNT06 Monitoring Well,NA,,WELL,Mecan River,Marquette,Upper Fox,WQ030
608,DNR_STORET,NITROGEN NH3-N DISS,ND,MG/L,,,02/27/2019 15:36,03/14/2019 12:33,,20 Feet,113133790,433206005,"CATHERINE L HEIN, MICHAELA A KROMREY, JUS",EPA 350.1,,,0.015,,0.048,,10051674,182660387,,PSNT06 022719,PSNT06 022719,CSLS,MID-SCREEN OF WELL/ PERISTALTIC PUMP,PSNT06 MONITORING WELL,43.98104,-89.54893,43.98104,-89.54893,02/28/2019,04/16/2019,10051674,PSNT06 Monitoring Well,NA,,WELL,Mecan River,Marquette,Upper Fox,WQ030
1104,DNR_STORET,"ALUMINUM,TOTAL RECOVERABLE",145,ug/L,,,02/27/2019 15:36,03/05/2019 10:25,,20 Feet,113133790,433206005,"CATHERINE L HEIN, MICHAELA A KROMREY, JUS",EPA 200.7,,,10,,30,,10051674,182660387,,PSNT06 022719,PSNT06 022719,CSLS,MID-SCREEN OF WELL/ PERISTALTIC PUMP,PSNT06 MONITORING WELL,43.98104,-89.54893,43.98104,-89.54893,02/28/2019,04/16/2019,10051674,PSNT06 Monitoring Well,NA,,WELL,Mecan River,Marquette,Upper Fox,WQ030
